pullRequest_id,tag,what,when,tangled
47402,Remove unnecessary code,RENAME_PARAMETER,Original intent,Yes
47341,Remove unnecessary code,REPLACE_VARIABLE_WITH_ATTRIBUTE,Original intent,Yes
47402,Remove Unnecessary public variables,NARROW_VARIABLE_VISIBILITY,After discussion,Yes
47356,Remove unneeded packages,Combination of refactorings,Original intent,Yes
47794,Remove unneeded packages,MOVE_CLASS,Original intent,No
47624,Remove unneeded packages,MOVE_CLASS,Original intent,No
47764,Rename to reflect newly added responsibilities,PULL_UP_ATTRIBUTE,Original intent,Yes
47598,Rename to reflect newly added responsibilities,RENAME_CLASS,Collateral,Yes
47268,Rename variables with similar name,RENAME_VARIABLE,After discussion,Yes
48014,Rename variables with similar name,RENAME_VARIABLE,After discussion,Yes
47380,To adhere to naming convention,Combination of refactorings,After discussion,Yes
47562,To adhere to naming convention,Combination of refactorings,After discussion,No
47407,To adhere to naming convention,Combination of refactorings,After discussion,Yes
47609,To adhere to naming convention,Combination of refactorings,After discussion,Yes
47620,To adhere to naming convention,Combination of refactorings,After discussion,Yes
47427,To adhere to naming convention,Combination of refactorings,After discussion,Yes
47329,To adhere to naming convention,Combination of refactorings,After discussion,Yes
47302,To adhere to naming convention,Combination of refactorings,After discussion,Yes
47525,To adhere to naming convention,Combination of refactorings,After discussion,Yes
47268,To adhere to naming convention,Combination of refactorings,After discussion,No
47718,To adhere to naming convention,Combination of refactorings,Original intent,Yes
47801,To adhere to naming convention,Combination of refactorings,Original intent,Yes
47796,To adhere to naming convention,Combination of refactorings,After discussion,Yes
47728,To adhere to naming convention,EXTRACT_AND_MOVE_OPERATION,After discussion,Yes
47750,To adhere to naming convention,INLINE_VARIABLE,Original intent,Yes
47607,To adhere to naming convention,RENAME_ATTRIBUTE,Original intent,Yes
47548,To adhere to naming convention,RENAME_CLASS,After discussion,Yes
47522,To adhere to naming convention,RENAME_CLASS,Original intent,No
48000,To adhere to naming convention,RENAME_CLASS,After discussion,No
47508,To adhere to naming convention,RENAME_CLASS,After discussion,Yes
47402,To adhere to naming convention,RENAME_CLASS,After discussion,Yes
47757,To adhere to naming convention,RENAME_CLASS,After discussion,Yes
47703,To adhere to naming convention,RENAME_METHOD,Original intent,Yes
47517,To adhere to naming convention,RENAME_PACKAGE,After discussion,No
47402,To adhere to naming convention,RENAME_VARIABLE,After discussion,Yes
48081,To allow serialization,Combination of refactorings,After discussion,Yes
47637,To allow serialization,Combination of refactorings,Original intent,Yes
47594,To allow serialization,EXTRACT_CLASS,Original intent,No
47585,To allow serialization,EXTRACT_OPERATION,Original intent,Yes
47384,To allow serialization,MOVE_ATTRIBUTE,After discussion,Yes
47782,To allow serialization,RENAME_PARAMETER,Original intent,No
47466,To automate tests,Combination of refactorings,Original intent,No
47371,To better reflect code responsibility,Combination of refactorings,Original intent,Yes
47731,To better reflect code responsibility,Combination of refactorings,After discussion,Yes
48057,To better reflect code responsibility,Combination of refactorings,Original intent,No
48032,To better reflect code responsibility,Combination of refactorings,Original intent,Yes
47356,To better reflect code responsibility,Combination of refactorings,Original intent,Yes
47555,To better reflect code responsibility,Combination of refactorings,Original intent,No
47606,To better reflect code responsibility,Combination of refactorings,After discussion,Yes
47701,To better reflect code responsibility,Combination of refactorings,Original intent,Yes
47399,To better reflect code responsibility,Combination of refactorings,Original intent,Yes
48051,To better reflect code responsibility,Combination of refactorings,Original intent,Yes
47634,To better reflect code responsibility,Combination of refactorings,Original intent,No
47537,To better reflect code responsibility,Combination of refactorings,Original intent,Yes
47651,To better reflect code responsibility,Combination of refactorings,Original intent,Yes
47368,To better reflect code responsibility,Combination of refactorings,Original intent,Yes
48048,To better reflect code responsibility,Combination of refactorings,Original intent,Yes
47785,To better reflect code responsibility,Combination of refactorings,Original intent,Yes
47704,To better reflect code responsibility,Combination of refactorings,Original intent,Yes
47998,To better reflect code responsibility,Combination of refactorings,Original intent,Yes
48082,To better reflect code responsibility,Combination of refactorings,After discussion,Yes
48065,To better reflect code responsibility,Combination of refactorings,Original intent,No
48000,To better reflect code responsibility,MOVE_RENAME_CLASS,After discussion,Yes
47459,To better reflect code responsibility,RENAME_CLASS,Original intent,No
47787,To better reflect code responsibility,RENAME_CLASS,Original intent,Yes
47383,To better reflect code responsibility,RENAME_CLASS,Collateral,Yes
47643,To better reflect code responsibility,RENAME_CLASS,After discussion,Yes
47700,To better reflect code responsibility,RENAME_CLASS,After discussion,Yes
47390,To better reflect code responsibility,RENAME_CLASS,After discussion,Yes
47703,To better reflect code responsibility,RENAME_METHOD,After discussion,Yes
48055,To better reflect code responsibility,RENAME_METHOD,After discussion,No
47620,To better reflect code responsibility,RENAME_METHOD,After discussion,Yes
47736,To better reflect code responsibility,RENAME_METHOD,After discussion,Yes
47789,To better reflect code responsibility,RENAME_METHOD,After discussion,Yes
47275,To better reflect code responsibility,RENAME_METHOD,After discussion,No
47648,To better reflect code responsibility,RENAME_METHOD,After discussion,No
47655,To better reflect code responsibility,RENAME_METHOD,Original intent,No
47294,To better reflect code responsibility,RENAME_METHOD,Original intent,No
47413,To better reflect code responsibility,RENAME_METHOD,Collateral,Yes
47397,To better reflect code responsibility,RENAME_PACKAGE,Original intent,No
47754,To create separate maven artifact,MOVE_SOURCE_FOLDER,Original intent,No
47644,To create separate maven artifact,RENAME_PACKAGE,Original intent,No
48051,To ease locating tests,RENAME_CLASS,After discussion,No
47609,To ensure a better mapping between test & production code,Combination of refactorings,After discussion,Yes
47537,To ensure a better mapping between test & production code,Combination of refactorings,Original intent,Yes
47367,To ensure a better mapping between test & production code,Combination of refactorings,Original intent,Yes
47563,To ensure a better mapping between test & production code,Combination of refactorings,Collateral,Yes
47617,To ensure a better mapping between test & production code,Combination of refactorings,After discussion,Yes
47283,To ensure a better mapping between test & production code,Combination of refactorings,Original intent,Yes
47329,To ensure a better mapping between test & production code,Combination of refactorings,After discussion,Yes
48010,To ensure a better mapping between test & production code,Combination of refactorings,After discussion,Yes
47661,To ensure a better mapping between test & production code,Combination of refactorings,After discussion,Yes
47268,To ensure a better mapping between test & production code,Combination of refactorings,After discussion,Yes
48081,To ensure a better mapping between test & production code,Combination of refactorings,After discussion,Yes
47271,To ensure a better mapping between test & production code,Combination of refactorings,Original intent,Yes
47487,To ensure a better mapping between test & production code,Combination of refactorings,Original intent,Yes
47585,To ensure a better mapping between test & production code,EXTRACT_OPERATION,Original intent,Yes
47572,To ensure a better mapping between test & production code,EXTRACT_OPERATION,Original intent,No
47656,To ensure a better mapping between test & production code,EXTRACT_VARIABLE,Original intent,No
47650,To ensure a better mapping between test & production code,MOVE_OPERATION,After discussion,Yes
47650,To ensure a better mapping between test & production code,NARROW_METHOD_VISIBILITY,Original intent,Yes
47717,To ensure a better mapping between test & production code,RENAME_CLASS,Original intent,No
47787,To expand abbreviations,Combination of refactorings,Original intent,Yes
47539,To expand abbreviations,Combination of refactorings,Original intent,No
47375,To expand abbreviations,RENAME_PARAMETER,After discussion,Yes
47769,To fix typo,Combination of refactorings,After discussion,Yes
47283,To fix typo,Combination of refactorings,After discussion,Yes
47430,To fix typo,Combination of refactorings,After discussion,No
47789,To fix typo,RENAME_ATTRIBUTE,Collateral,Yes
47756,To fix typo,RENAME_ATTRIBUTE,Original intent,No
47561,To fix typo,RENAME_ATTRIBUTE,After discussion,No
47379,To fix typo,RENAME_CLASS,After discussion,No
47627,To fix typo,RENAME_CLASS,After discussion,Yes
48082,To fix typo,RENAME_CLASS,After discussion,Yes
47741,To fix typo,RENAME_METHOD,Original intent,No
47706,To fix typo,RENAME_METHOD,Collateral,Yes
47756,To fix typo,RENAME_METHOD,Original intent,No
47680,To fix typo,RENAME_METHOD,Original intent,No
47377,To fix typo,RENAME_PACKAGE,After discussion,Yes
47756,To fix typo,RENAME_PARAMETER,Original intent,No
48023,To fix typo,RENAME_PARAMETER,After discussion,Yes
47727,To improve performance,Combination of refactorings,After discussion,Yes
47584,To improve performance,Combination of refactorings,Original intent,Yes
47809,To improve performance,Combination of refactorings,Original intent,Yes
48022,To improve performance,Combination of refactorings,Original intent,Yes
47306,To improve performance,Combination of refactorings,Original intent,Yes
47537,To improve performance,Combination of refactorings,Original intent,Yes
47479,To improve performance,Combination of refactorings,Original intent,Yes
47794,To improve performance,Combination of refactorings,Original intent,Yes
48021,To improve performance,Combination of refactorings,After discussion,Yes
47649,To improve performance,Combination of refactorings,Original intent,Yes
47361,To improve performance,Combination of refactorings,Collateral,Yes
47702,To improve performance,Combination of refactorings,Original intent,Yes
47445,To improve performance,Combination of refactorings,After discussion,Yes
48039,To improve performance,Combination of refactorings,Original intent,Yes
47441,To improve performance,Combination of refactorings,After discussion,Yes
47661,To improve performance,Combination of refactorings,After discussion,Yes
47401,To improve performance,Combination of refactorings,After discussion,Yes
47280,To improve performance,Combination of refactorings,Original intent,Yes
47413,To improve performance,Combination of refactorings,Original intent,Yes
47271,To improve performance,Combination of refactorings,Original intent,Yes
47471,To improve performance,Combination of refactorings,After discussion,Yes
47636,To improve performance,Combination of refactorings,Original intent,Yes
47418,To improve performance,Combination of refactorings,Original intent,Yes
47481,To improve performance,Combination of refactorings,Original intent,Yes
48065,To improve performance,Combination of refactorings,Original intent,No
47787,To improve performance,EXTRACT_AND_MOVE_OPERATION,After discussion,Yes
47767,To improve performance,EXTRACT_AND_MOVE_OPERATION,Original intent,Yes
47427,To improve performance,EXTRACT_AND_MOVE_OPERATION,After discussion,Yes
47655,To improve performance,EXTRACT_OPERATION,Original intent,No
47310,To improve performance,EXTRACT_OPERATION,After discussion,Yes
47738,To improve performance,EXTRACT_OPERATION,Original intent,Yes
47767,To improve performance,EXTRACT_SUPERCLASS,Original intent,Yes
48037,To improve performance,MOVE_ATTRIBUTE,Original intent,Yes
47767,To improve performance,PULL_UP_ATTRIBUTE,Original intent,Yes
47767,To improve performance,PULL_UP_OPERATION,Original intent,Yes
47767,To improve performance,RENAME_METHOD,Original intent,Yes
47767,To improve performance,RENAME_VARIABLE,Original intent,Yes
47727,To keep consistency in naming,Combination of refactorings,After discussion,Yes
47769,To keep consistency in naming,Combination of refactorings,After discussion,Yes
48011,To keep consistency in naming,Combination of refactorings,After discussion,Yes
47361,To keep consistency in naming,Combination of refactorings,Original intent,Yes
47704,To keep consistency in naming,Combination of refactorings,After discussion,No
47302,To keep consistency in naming,Combination of refactorings,After discussion,Yes
47525,To keep consistency in naming,Combination of refactorings,After discussion,Yes
47401,To keep consistency in naming,Combination of refactorings,After discussion,Yes
47378,To keep consistency in naming,Combination of refactorings,After discussion,Yes
47635,To keep consistency in naming,RENAME_ATTRIBUTE,After discussion,Yes
47522,To keep consistency in naming,RENAME_CLASS,Original intent,No
47703,To keep consistency in naming,RENAME_CLASS,After discussion,Yes
47797,To keep consistency in naming,RENAME_CLASS,Original intent,No
47398,To keep consistency in naming,RENAME_CLASS,Original intent,No
48061,To keep consistency in naming,RENAME_CLASS,Original intent,No
47514,To keep consistency in naming,RENAME_METHOD,After discussion,Yes
47685,To keep consistency in naming,RENAME_METHOD,After discussion,Yes
47620,To keep consistency in naming,RENAME_METHOD,After discussion,No
47312,To keep consistency in naming,RENAME_METHOD,After discussion,Yes
47467,To keep consistency in naming,RENAME_METHOD,Original intent,No
47652,To keep consistency in naming,RENAME_METHOD,Original intent,Yes
48061,To keep consistency in naming,RENAME_METHOD,Original intent,No
47653,To keep consistency in naming,RENAME_METHOD,After discussion,No
47292,To keep consistency in naming,RENAME_METHOD,Collateral,Yes
47288,To keep consistency in naming,RENAME_METHOD,After discussion,Yes
47517,To keep consistency in naming,RENAME_PACKAGE,After discussion,Yes
47365,To keep consistency in naming,RENAME_PARAMETER,Original intent,No
48044,To keep consistency in naming,RENAME_PARAMETER,After discussion,Yes
47398,To keep consistency in naming,RENAME_PARAMETER,Original intent,No
48061,To keep consistency in naming,RENAME_PARAMETER,Original intent,No
47480,To keep consistency in naming,RENAME_PARAMETER,Original intent,No
47342,To keep consistency in naming,RENAME_VARIABLE,After discussion,No
47620,To keep consistency in naming,RENAME_VARIABLE,After discussion,Yes
47398,To keep consistency in naming,RENAME_VARIABLE,Original intent,No
47398,To keep consistency in naming,REPLACE_ATTRIBUTE,Original intent,No
48008,To keep consistency in naming,REPLACE_ATTRIBUTE,After discussion,Yes
47584,To promote API compatibility,Combination of refactorings,After discussion,Yes
48055,To promote API compatibility,Combination of refactorings,After discussion,Yes
48044,To promote API compatibility,Combination of refactorings,After discussion,No
47638,To promote API compatibility,EXTRACT_VARIABLE,Collateral,Yes
47509,To promote API compatibility,MOVE_CLASS,Original intent,Yes
47787,To promote API compatibility,PARAMETERIZE_VARIABLE,Original intent,Yes
47292,To promote API compatibility,RENAME_METHOD,Original intent,Yes
47644,To promote API compatibility,RENAME_PACKAGE,Original intent,No
47434,To remove flacky tests,MOVE_OPERATION,Original intent,No
48043,To shorten identifiers,RENAME_PARAMETER,Collateral,No
47371,To simplify API usage,Combination of refactorings,Original intent,Yes
47479,To simplify API usage,Combination of refactorings,Original intent,Yes
47640,To simplify API usage,EXTRACT_OPERATION,Original intent,Yes
47521,To simplify API usage,EXTRACT_OPERATION,After discussion,No
47804,To simplify testing activities,Combination of refactorings,After discussion,Yes
48051,To simplify testing activities,Combination of refactorings,Original intent,Yes
47537,To simplify testing activities,Combination of refactorings,Original intent,Yes
47387,To simplify testing activities,Combination of refactorings,Original intent,Yes
47376,To simplify testing activities,Combination of refactorings,Collateral,Yes
47487,To simplify testing activities,Combination of refactorings,Original intent,Yes
47443,To simplify testing activities,EXTRACT_OPERATION,Original intent,Yes
47663,To simplify testing activities,EXTRACT_OPERATION,Original intent,Yes
48081,To simplify testing activities,EXTRACT_OPERATION,After discussion,Yes
47572,To simplify testing activities,EXTRACT_OPERATION,Original intent,No
47692,To simplify testing activities,PULL_UP_OPERATION,Original intent,No
47692,To simplify testing for client projects,PULL_UP_OPERATION,Original intent,No
47411,To support third-party tools,Combination of refactorings,Original intent,Yes
47791,To support third-party tools,INLINE_OPERATION,Original intent,No
47722,To support third-party tools,MOVE_SOURCE_FOLDER,Original intent,No
48041,To use more generic names,Combination of refactorings,Original intent,No
47689,To use more generic names,RENAME_CLASS,Original intent,Yes
47354,To use more specific names,Combination of refactorings,Original intent,No
48021,To use more specific names,RENAME_ATTRIBUTE,After discussion,No
47442,To use more specific names,RENAME_ATTRIBUTE,Original intent,Yes
47459,To use more specific names,RENAME_CLASS,Original intent,No
48000,To use more specific names,RENAME_CLASS,After discussion,No
47404,To use more specific names,RENAME_CLASS,After discussion,Yes
47269,To use more specific names,RENAME_METHOD,After discussion,Yes
47691,To use more specific names,RENAME_METHOD,After discussion,No
47445,To use more specific names,RENAME_METHOD,After discussion,Yes
47710,To use more specific names,RENAME_METHOD,Original intent,Yes
47269,To use more specific names,RENAME_PARAMETER,After discussion,Yes
47621,To use more specific names,RENAME_VARIABLE,After discussion,Yes
47269,To use more specific names,RENAME_VARIABLE,After discussion,Yes
47595,To use more specific names,RENAME_VARIABLE,Original intent,Yes
47781,Unclear,Combination of refactorings,Original intent,No
47557,Unclear,Combination of refactorings,Original intent,No
47687,Unclear,Combination of refactorings,Original intent,Yes
47660,Unclear,Combination of refactorings,After discussion,Yes
47629,Unclear,Combination of refactorings,Original intent,No
47705,Unclear,Combination of refactorings,After discussion,Yes
48063,Unclear,Combination of refactorings,Original intent,Yes
47699,Unclear,Combination of refactorings,Original intent,No
47581,Unclear,Combination of refactorings,Collateral,Yes
47658,Unclear,Combination of refactorings,Collateral,Yes
48073,Unclear,Combination of refactorings,Collateral,Yes
48073,Unclear,Combination of refactorings,Collateral,Yes
47688,Unclear,Combination of refactorings,Original intent,Yes
47374,Unclear,Combination of refactorings,Collateral,Yes
48012,Unclear,Combination of refactorings,Collateral,Yes
47673,Unclear,Combination of refactorings,Collateral,Yes
47451,Unclear,Combination of refactorings,Original intent,Yes
47311,Unclear,Combination of refactorings,Collateral,Yes
47657,Unclear,Combination of refactorings,Original intent,Yes
47698,Unclear,Combination of refactorings,Original intent,Yes
47551,Unclear,Combination of refactorings,Collateral,Yes
47737,Unclear,Combination of refactorings,Original intent,Yes
47373,Unclear,Combination of refactorings,Original intent,Yes
47394,Unclear,Combination of refactorings,Collateral,Yes
47488,Unclear,Combination of refactorings,Collateral,Yes
47587,Unclear,Combination of refactorings,Collateral,Yes
47409,Unclear,Combination of refactorings,Collateral,Yes
47316,Unclear,Combination of refactorings,Original intent,No
48038,Unclear,Combination of refactorings,Original intent,Yes
47553,Unclear,Combination of refactorings,Collateral,Yes
47590,Unclear,Combination of refactorings,Collateral,Yes
47453,Unclear,Combination of refactorings,Collateral,Yes
47724,Unclear,Combination of refactorings,Collateral,Yes
47805,Unclear,Combination of refactorings,Original intent,Yes
47668,Unclear,Combination of refactorings,Original intent,Yes
47669,Unclear,Combination of refactorings,Original intent,Yes
47421,Unclear,Combination of refactorings,Collateral,Yes
47751,Unclear,Combination of refactorings,Collateral,Yes
47761,Unclear,Combination of refactorings,Original intent,Yes
48072,Unclear,Combination of refactorings,Original intent,Yes
47405,Unclear,Combination of refactorings,Collateral,Yes
47468,Unclear,Combination of refactorings,Collateral,Yes
47314,Unclear,Combination of refactorings,Original intent,Yes
47420,Unclear,Combination of refactorings,Original intent,Yes
47301,Unclear,Combination of refactorings,Original intent,No
47461,Unclear,Combination of refactorings,Collateral,Yes
48077,Unclear,Combination of refactorings,Collateral,Yes
47582,Unclear,Combination of refactorings,Collateral,Yes
47713,Unclear,Combination of refactorings,Collateral,Yes
47435,Unclear,Combination of refactorings,Collateral,Yes
47720,Unclear,Combination of refactorings,Original intent,Yes
47501,Unclear,Combination of refactorings,Collateral,Yes
47552,Unclear,Combination of refactorings,Collateral,Yes
47388,Unclear,Combination of refactorings,Original intent,No
47472,Unclear,Combination of refactorings,Original intent,Yes
47748,Unclear,Combination of refactorings,Collateral,Yes
47773,Unclear,Combination of refactorings,Collateral,No
47495,Unclear,Combination of refactorings,Original intent,No
47538,Unclear,Combination of refactorings,Collateral,Yes
47729,Unclear,Combination of refactorings,Collateral,Yes
47494,Unclear,Combination of refactorings,Collateral,Yes
47534,Unclear,Combination of refactorings,Collateral,Yes
47491,Unclear,Combination of refactorings,Collateral,Yes
47471,Unclear,Combination of refactorings,After discussion,Yes
47347,Unclear,Combination of refactorings,Collateral,Yes
48074,Unclear,Combination of refactorings,After discussion,Yes
47490,Unclear,Combination of refactorings,After discussion,Yes
47597,Unclear,Combination of refactorings,Original intent,Yes
48003,Unclear,Combination of refactorings,After discussion,Yes
47305,Unclear,EXTRACT_AND_MOVE_OPERATION,Original intent,No
47719,Unclear,EXTRACT_OPERATION,After discussion,No
47315,Unclear,EXTRACT_OPERATION,Original intent,Yes
48050,Unclear,EXTRACT_OPERATION,Original intent,Yes
47366,Unclear,EXTRACT_OPERATION,Original intent,Yes
47654,Unclear,EXTRACT_OPERATION,Collateral,Yes
47291,Unclear,EXTRACT_SUPERCLASS,Original intent,Yes
47396,Unclear,EXTRACT_VARIABLE,Collateral,Yes
47793,Unclear,EXTRACT_VARIABLE,Original intent,No
47666,Unclear,EXTRACT_VARIABLE,Original intent,Yes
47271,Unclear,EXTRACT_VARIABLE,Collateral,Yes
47307,Unclear,EXTRACT_VARIABLE,Original intent,Yes
47570,Unclear,MOVE_ATTRIBUTE,Collateral,No
47654,Unclear,MOVE_ATTRIBUTE,After discussion,No
47632,Unclear,MOVE_ATTRIBUTE,After discussion,Yes
48076,Unclear,MOVE_OPERATION,Original intent,Yes
47560,Unclear,MOVE_RENAME_CLASS,Original intent,Yes
47385,Unclear,RENAME_ATTRIBUTE,Original intent,No
47570,Unclear,RENAME_ATTRIBUTE,Original intent,Yes
47385,Unclear,RENAME_CLASS,Original intent,No
47755,Unclear,RENAME_METHOD,Original intent,Yes
47560,Unclear,RENAME_METHOD,Original intent,Yes
47622,Unclear,RENAME_PARAMETER,Collateral,Yes
47271,Unclear,RENAME_PARAMETER,Collateral,Yes
47560,Unclear,RENAME_PARAMETER,Original intent,Yes
47563,Use composition over inheritance,EXTRACT_INTERFACE,Collateral,Yes
47612,Use composition over inheritance,MOVE_ATTRIBUTE,After discussion,Yes
47612,Use composition over inheritance,RENAME_CLASS,After discussion,Yes
47382,Use composition over inheritance,RENAME_METHOD,After discussion,No
47361,Use override over inheritance,Combination of refactorings,Original intent,Yes
